category,scene_name,path,description,placement_notes
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_TimberBridge_L22_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_TimberBridge_L22_CSG.tscn,Wider timber bridge with simple rails for safer roof-to-roof crossings.,Use over alleys and commercial market gaps. Long axis is local Z.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L06_CSG.tscn,Rough lashed plank bundle for less polished alley crossings.,Good for poorer or temporary MidCity connections. Local Z spans the gap.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L10_CSG.tscn,Rough lashed plank bundle for less polished alley crossings.,Good for poorer or temporary MidCity connections. Local Z spans the gap.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L14_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L14_CSG.tscn,Rough lashed plank bundle for less polished alley crossings.,Good for poorer or temporary MidCity connections. Local Z spans the gap.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L18_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_PlankBundle_L18_CSG.tscn,Rough lashed plank bundle for less polished alley crossings.,Good for poorer or temporary MidCity connections. Local Z spans the gap.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L06_CSG.tscn,"Damaged-looking crossing planks, still collision-solid for blockout testing.",Use where the route should feel unstable but readable.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L10_CSG.tscn,"Damaged-looking crossing planks, still collision-solid for blockout testing.",Use where the route should feel unstable but readable.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L14_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_BrokenPlankGap_L14_CSG.tscn,"Damaged-looking crossing planks, still collision-solid for blockout testing.",Use where the route should feel unstable but readable.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L06_CSG.tscn,Broad balcony/gallery bridge for merchant blocks and inn-to-inn connectors.,Use in market streets where upper galleries connect buildings across narrow gaps.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L10_CSG.tscn,Broad balcony/gallery bridge for merchant blocks and inn-to-inn connectors.,Use in market streets where upper galleries connect buildings across narrow gaps.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L14_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L14_CSG.tscn,Broad balcony/gallery bridge for merchant blocks and inn-to-inn connectors.,Use in market streets where upper galleries connect buildings across narrow gaps.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L18_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_GalleryConnector_L18_CSG.tscn,Broad balcony/gallery bridge for merchant blocks and inn-to-inn connectors.,Use in market streets where upper galleries connect buildings across narrow gaps.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L05_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L05_CSG.tscn,Simple angled plank ramp for small height differences between roofs.,Use sparingly for +/- one-floor roofline offsets. Local Z is travel direction.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L08_CSG.tscn,Simple angled plank ramp for small height differences between roofs.,Use sparingly for +/- one-floor roofline offsets. Local Z is travel direction.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L12_CSG.tscn,Simple angled plank ramp for small height differences between roofs.,Use sparingly for +/- one-floor roofline offsets. Local Z is travel direction.
CrossBuilding,GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L16_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/CrossBuilding/GalakasMidCity_TRAV_CrossBuilding_AngledPlankRamp_L16_CSG.tscn,Simple angled plank ramp for small height differences between roofs.,Use sparingly for +/- one-floor roofline offsets. Local Z is travel direction.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W02_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W02_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W04_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W06_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W08_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W10_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_ParapetGapStep_W12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_ParapetGapStep_W12_CSG.tscn,Low block used to bridge parapet height changes or create a clean roof-step.,Place at parapet gaps or roof height seams.
RoofCrossings,GalakasMidCity_TRAV_Roof_EaveGrabLine_L04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_EaveGrabLine_L04_CSG.tscn,Horizontal grab/eave ledge for climb transitions under a roof edge.,Mount just under a roof eave. Local X is width along wall.
RoofCrossings,GalakasMidCity_TRAV_Roof_EaveGrabLine_L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_EaveGrabLine_L06_CSG.tscn,Horizontal grab/eave ledge for climb transitions under a roof edge.,Mount just under a roof eave. Local X is width along wall.
RoofCrossings,GalakasMidCity_TRAV_Roof_EaveGrabLine_L08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_EaveGrabLine_L08_CSG.tscn,Horizontal grab/eave ledge for climb transitions under a roof edge.,Mount just under a roof eave. Local X is width along wall.
RoofCrossings,GalakasMidCity_TRAV_Roof_EaveGrabLine_L12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_EaveGrabLine_L12_CSG.tscn,Horizontal grab/eave ledge for climb transitions under a roof edge.,Mount just under a roof eave. Local X is width along wall.
RoofCrossings,GalakasMidCity_TRAV_Roof_EaveGrabLine_L16_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_EaveGrabLine_L16_CSG.tscn,Horizontal grab/eave ledge for climb transitions under a roof edge.,Mount just under a roof eave. Local X is width along wall.
RoofCrossings,GalakasMidCity_TRAV_Roof_RidgeWalk_L04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_RidgeWalk_L04_CSG.tscn,Flattened collision-friendly ridge walk insert for pitched roofs.,Overlay on roof ridge only when you want a controlled traversal line.
RoofCrossings,GalakasMidCity_TRAV_Roof_RidgeWalk_L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_RidgeWalk_L06_CSG.tscn,Flattened collision-friendly ridge walk insert for pitched roofs.,Overlay on roof ridge only when you want a controlled traversal line.
RoofCrossings,GalakasMidCity_TRAV_Roof_RidgeWalk_L08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_RidgeWalk_L08_CSG.tscn,Flattened collision-friendly ridge walk insert for pitched roofs.,Overlay on roof ridge only when you want a controlled traversal line.
RoofCrossings,GalakasMidCity_TRAV_Roof_RidgeWalk_L10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_RidgeWalk_L10_CSG.tscn,Flattened collision-friendly ridge walk insert for pitched roofs.,Overlay on roof ridge only when you want a controlled traversal line.
RoofCrossings,GalakasMidCity_TRAV_Roof_RidgeWalk_L12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RoofCrossings/GalakasMidCity_TRAV_Roof_RidgeWalk_L12_CSG.tscn,Flattened collision-friendly ridge walk insert for pitched roofs.,Overlay on roof ridge only when you want a controlled traversal line.
ScaffoldTraversal,GalakasMidCity_TRAV_Scaffold_Platform_W04L04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/ScaffoldTraversal/GalakasMidCity_TRAV_Scaffold_Platform_W04L04_CSG.tscn,Basic scaffold platform for temporary vertical/side-wall routes.,Place against facades. Not baked into building assemblies by default.
ScaffoldTraversal,GalakasMidCity_TRAV_Scaffold_Platform_W06L04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/ScaffoldTraversal/GalakasMidCity_TRAV_Scaffold_Platform_W06L04_CSG.tscn,Basic scaffold platform for temporary vertical/side-wall routes.,Place against facades. Not baked into building assemblies by default.
ScaffoldTraversal,GalakasMidCity_TRAV_Scaffold_Platform_W08L05_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/ScaffoldTraversal/GalakasMidCity_TRAV_Scaffold_Platform_W08L05_CSG.tscn,Basic scaffold platform for temporary vertical/side-wall routes.,Place against facades. Not baked into building assemblies by default.
ScaffoldTraversal,GalakasMidCity_TRAV_Scaffold_Platform_W10L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/ScaffoldTraversal/GalakasMidCity_TRAV_Scaffold_Platform_W10L06_CSG.tscn,Basic scaffold platform for temporary vertical/side-wall routes.,Place against facades. Not baked into building assemblies by default.
ScaffoldTraversal,GalakasMidCity_TRAV_Scaffold_Platform_W12L06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/ScaffoldTraversal/GalakasMidCity_TRAV_Scaffold_Platform_W12L06_CSG.tscn,Basic scaffold platform for temporary vertical/side-wall routes.,Place against facades. Not baked into building assemblies by default.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H03_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H03_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H05_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H05_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H07_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H07_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H09_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H09_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H12_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_Vertical_WallPegs_H15_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_Vertical_WallPegs_H15_CSG.tscn,Alternating wall pegs for climb routes without adding full ladders.,Mount on walls where MidCity traversal should be subtle.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W02_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W02_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W03_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W03_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W04_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W05_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W05_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W06_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
VerticalTransition,GalakasMidCity_TRAV_WindowToAwning_Step_W08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/VerticalTransition/GalakasMidCity_TRAV_WindowToAwning_Step_W08_CSG.tscn,Thickened sill/ledge used as a small traversal foothold.,Use under windows or above awnings to create climb chains.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span04_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span04_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span06_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span06_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span08_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span08_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span10_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span10_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span12_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span12_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
RopeAndLineAnchors,GalakasMidCity_TRAV_RopeAnchorPair_Span16_CSG,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/RopeAndLineAnchors/GalakasMidCity_TRAV_RopeAnchorPair_Span16_CSG.tscn,CSG-only anchor plates/brackets for rope or clothesline endpoints.,Pair with the included glTF rope/clothesline meshes or your own rope spline.
GLTF_RopeLines,GalakasMidCity_TRAV_ClothesLine_RopeSag.gltf,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/GLTF_RopeLines/GalakasMidCity_TRAV_ClothesLine_RopeSag.gltf,"Geometry-only clothesline prop with sagging rope, brackets, hanging cloth, and pins.","Place between opposing facades or roof edges. These are simple mesh props, not CSG."
GLTF_RopeLines,GalakasMidCity_TRAV_RopeLine_RoofToRoof.gltf,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/GLTF_RopeLines/GalakasMidCity_TRAV_RopeLine_RoofToRoof.gltf,Geometry-only roof-to-roof rope line prop inspired by AC-style urban traversal ropes.,"Place between opposing facades or roof edges. These are simple mesh props, not CSG."
GLTF_RopeLines,GalakasMidCity_TRAV_RopeAndClothesLine_Combined.gltf,Assets/Models/Environment/Settlements/Modules/Galakas/MidCity/Houses/TraversalComponents/GLTF_RopeLines/GalakasMidCity_TRAV_RopeAndClothesLine_Combined.gltf,Combined preview glTF containing both a clothesline and a traversal rope span.,"Place between opposing facades or roof edges. These are simple mesh props, not CSG."
